state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
kerala,alappuzha,madhavapuram,ashgourd,other,faq,2023-07-31,1500.0,1800.0,1700.0
kerala,alappuzha,madhavapuram,banana,nendra bale,large,2023-07-31,5000.0,5500.0,5400.0
kerala,alappuzha,madhavapuram,banana,palayamthodan,large,2023-07-31,2000.0,2400.0,2200.0
kerala,alappuzha,madhavapuram,banana,robusta,large,2023-07-31,3200.0,3600.0,3500.0
kerala,alappuzha,mannar,amphophalus,other,faq,2023-07-31,5500.0,5700.0,5600.0
kerala,alappuzha,mannar,ashgourd,other,faq,2023-07-31,2000.0,2200.0,2100.0
kerala,alappuzha,mannar,banana - green,other,faq,2023-07-31,4500.0,4700.0,4600.0
kerala,alappuzha,mannar,beetroot,other,faq,2023-07-31,4000.0,4200.0,4100.0
kerala,alappuzha,mannar,bhindi(ladies finger),other,faq,2023-07-31,4000.0,4200.0,4100.0
kerala,alappuzha,mannar,bitter gourd,other,faq,2023-07-31,4500.0,4700.0,4600.0
kerala,alappuzha,mannar,brinjal,other,faq,2023-07-31,3000.0,3200.0,3100.0
kerala,alappuzha,mannar,cabbage,other,faq,2023-07-31,3000.0,3200.0,3100.0
kerala,alappuzha,mannar,capsicum,other,faq,2023-07-31,9000.0,9200.0,9100.0
kerala,alappuzha,mannar,carrot,other,faq,2023-07-31,5000.0,5200.0,5100.0
kerala,ernakulam,angamaly,amaranthus,amaranthus,faq,2023-07-31,2500.0,3500.0,3000.0
kerala,ernakulam,angamaly,amphophalus,amphophalus,faq,2023-07-31,5800.0,6800.0,6300.0
kerala,ernakulam,angamaly,ashgourd,ashgourd,faq,2023-07-31,2500.0,3500.0,3000.0
kerala,ernakulam,angamaly,banana,palayamthodan,medium,2023-07-31,2400.0,3000.0,2700.0
kerala,ernakulam,angamaly,banana,poovan,medium,2023-07-31,6400.0,7000.0,6700.0
kerala,ernakulam,angamaly,banana - green,banana - green,faq,2023-07-31,5000.0,6000.0,5500.0
kerala,ernakulam,angamaly,beetroot,beetroot,faq,2023-07-31,3800.0,4800.0,4300.0
kerala,ernakulam,angamaly,bhindi(ladies finger),bhindi,faq,2023-07-31,4400.0,5400.0,4900.0
kerala,ernakulam,angamaly,bitter gourd,bitter gourd,faq,2023-07-31,5500.0,6500.0,6000.0
kerala,ernakulam,angamaly,bottle gourd,bottle gourd,faq,2023-07-31,2500.0,3500.0,3000.0
kerala,ernakulam,angamaly,brinjal,brinjal,faq,2023-07-31,4000.0,5000.0,4500.0
kerala,ernakulam,angamaly,cabbage,cabbage,faq,2023-07-31,3600.0,4600.0,4100.0
kerala,ernakulam,angamaly,carrot,carrot,faq,2023-07-31,5500.0,6500.0,6000.0
kerala,ernakulam,angamaly,cauliflower,cauliflower,faq,2023-07-31,5000.0,6000.0,5500.0
kerala,ernakulam,angamaly,cluster beans,cluster beans,faq,2023-07-31,4500.0,5500.0,5000.0
kerala,ernakulam,angamaly,colacasia,other,faq,2023-07-31,4500.0,5500.0,5000.0
kerala,ernakulam,angamaly,cowpea(veg),cowpea (veg),faq,2023-07-31,3800.0,4800.0,4300.0
kerala,ernakulam,angamaly,cucumbar(kheera),other,faq,2023-07-31,3500.0,4500.0,4000.0
kerala,ernakulam,angamaly,drumstick,drumstick,faq,2023-07-31,3000.0,4000.0,3500.0
kerala,ernakulam,angamaly,garlic,average,faq,2023-07-31,16000.0,18000.0,17000.0
kerala,ernakulam,angamaly,green chilli,green chilly,faq,2023-07-31,6500.0,7500.0,7000.0
kerala,ernakulam,angamaly,little gourd (kundru),other,faq,2023-07-31,4000.0,5000.0,4500.0
kerala,ernakulam,angamaly,mango (raw-ripe),mango - raw-ripe,faq,2023-07-31,6200.0,7200.0,6700.0
kerala,ernakulam,angamaly,onion,big,faq,2023-07-31,2300.0,2900.0,2600.0
kerala,ernakulam,angamaly,pineapple,pine apple,medium,2023-07-31,5500.0,6500.0,6000.0
kerala,ernakulam,angamaly,potato,potato,faq,2023-07-31,2800.0,3800.0,3300.0
kerala,ernakulam,angamaly,pumpkin,pumpkin,faq,2023-07-31,2500.0,3500.0,3000.0
kerala,ernakulam,angamaly,snakeguard,snakeguard,faq,2023-07-31,3800.0,4800.0,4300.0
kerala,ernakulam,angamaly,tapioca,tapioca,faq,2023-07-31,2000.0,3000.0,2500.0
kerala,ernakulam,moovattupuzha,amphophalus,other,faq,2023-07-31,4700.0,4900.0,4800.0
kerala,ernakulam,moovattupuzha,ashgourd,other,faq,2023-07-31,1700.0,1900.0,1800.0
kerala,ernakulam,moovattupuzha,banana,other,medium,2023-07-31,3900.0,4100.0,4000.0
kerala,ernakulam,moovattupuzha,banana,palayamthodan,medium,2023-07-31,2400.0,2600.0,2500.0
kerala,ernakulam,moovattupuzha,banana,poovan,medium,2023-07-31,6400.0,6600.0,6500.0
kerala,ernakulam,moovattupuzha,banana - green,banana - green,faq,2023-07-31,2700.0,2900.0,2800.0
kerala,ernakulam,moovattupuzha,beetroot,other,faq,2023-07-31,4000.0,4200.0,4100.0
kerala,ernakulam,moovattupuzha,bhindi(ladies finger),bhindi,faq,2023-07-31,3900.0,4100.0,4000.0
kerala,ernakulam,moovattupuzha,bitter gourd,bitter gourd,faq,2023-07-31,5100.0,5300.0,5200.0
kerala,ernakulam,moovattupuzha,brinjal,brinjal,faq,2023-07-31,2700.0,2900.0,2800.0
kerala,ernakulam,moovattupuzha,cabbage,cabbage,faq,2023-07-31,2700.0,2900.0,2800.0
kerala,ernakulam,moovattupuzha,carrot,carrot,faq,2023-07-31,3900.0,4100.0,4000.0
kerala,ernakulam,moovattupuzha,coconut seed,other,faq,2023-07-31,2300.0,2500.0,2400.0
kerala,ernakulam,moovattupuzha,cowpea(veg),cowpea (veg),faq,2023-07-31,3900.0,4100.0,4000.0
kerala,ernakulam,moovattupuzha,cucumbar(kheera),cucumbar,faq,2023-07-31,1000.0,1200.0,1100.0
kerala,ernakulam,moovattupuzha,ginger(dry),dry,faq,2023-07-31,29900.0,30100.0,30000.0
kerala,ernakulam,moovattupuzha,ginger(green),green ginger,faq,2023-07-31,15400.0,15600.0,15500.0
kerala,ernakulam,moovattupuzha,green chilli,green chilly,faq,2023-07-31,5900.0,6100.0,6000.0
kerala,ernakulam,moovattupuzha,onion,big,faq,2023-07-31,1700.0,1900.0,1800.0
kerala,ernakulam,moovattupuzha,onion,small,faq,2023-07-31,6400.0,6600.0,6500.0
kerala,ernakulam,moovattupuzha,pineapple,pine apple,medium,2023-07-31,3400.0,3600.0,3500.0
kerala,ernakulam,moovattupuzha,potato,big,faq,2023-07-31,2300.0,2500.0,2400.0
kerala,ernakulam,perumbavoor,amaranthus,amaranthus,faq,2023-07-31,2500.0,3500.0,3000.0
kerala,ernakulam,perumbavoor,arecanut(betelnut/supari),supari,faq,2023-07-31,34500.0,35500.0,35000.0
kerala,ernakulam,perumbavoor,ashgourd,ashgourd,faq,2023-07-31,1800.0,2800.0,2000.0
kerala,ernakulam,perumbavoor,banana,palayamthodan,medium,2023-07-31,2200.0,3200.0,2500.0
kerala,ernakulam,perumbavoor,banana - green,banana - green,faq,2023-07-31,5000.0,6000.0,5500.0
kerala,ernakulam,perumbavoor,bhindi(ladies finger),bhindi,faq,2023-07-31,3500.0,4500.0,4000.0
kerala,ernakulam,perumbavoor,bitter gourd,bitter gourd,faq,2023-07-31,4800.0,5800.0,5000.0
kerala,ernakulam,perumbavoor,black pepper,garbled,faq,2023-07-31,52500.0,53500.0,53000.0
kerala,ernakulam,perumbavoor,bottle gourd,other,faq,2023-07-31,2000.0,3000.0,2500.0
kerala,ernakulam,perumbavoor,brinjal,brinjal,faq,2023-07-31,2600.0,3600.0,3000.0
kerala,ernakulam,perumbavoor,cabbage,cabbage,faq,2023-07-31,2500.0,3500.0,3000.0
kerala,ernakulam,perumbavoor,carrot,carrot,faq,2023-07-31,6000.0,7000.0,6500.0
kerala,ernakulam,perumbavoor,cauliflower,cauliflower,faq,2023-07-31,2800.0,3800.0,3000.0
kerala,ernakulam,perumbavoor,colacasia,other,faq,2023-07-31,4800.0,5800.0,5000.0
kerala,ernakulam,perumbavoor,cucumbar(kheera),cucumbar,faq,2023-07-31,2200.0,3200.0,2500.0
kerala,ernakulam,perumbavoor,drumstick,drumstick,faq,2023-07-31,5500.0,6500.0,6000.0
kerala,ernakulam,perumbavoor,elephant yam (suran),other,faq,2023-07-31,3200.0,4200.0,3500.0
kerala,ernakulam,perumbavoor,field pea,field pea,faq,2023-07-31,3800.0,4800.0,4000.0
kerala,ernakulam,perumbavoor,ginger(dry),dry,faq,2023-07-31,26500.0,27500.0,27000.0
kerala,ernakulam,perumbavoor,ginger(green),green ginger,faq,2023-07-31,17500.0,18500.0,18000.0
kerala,ernakulam,perumbavoor,green chilli,green chilly,faq,2023-07-31,7000.0,8000.0,7500.0
kerala,ernakulam,perumbavoor,little gourd (kundru),other,faq,2023-07-31,2300.0,3300.0,2500.0
kerala,ernakulam,perumbavoor,mango (raw-ripe),mango - raw-ripe,faq,2023-07-31,3000.0,4000.0,3500.0
kerala,ernakulam,perumbavoor,onion,onion,faq,2023-07-31,2000.0,3000.0,2500.0
kerala,ernakulam,perumbavoor,pineapple,pine apple,medium,2023-07-31,3000.0,4000.0,3500.0
kerala,ernakulam,perumbavoor,potato,potato,faq,2023-07-31,2400.0,3400.0,2800.0
kerala,ernakulam,perumbavoor,pumpkin,pumpkin,faq,2023-07-31,2000.0,3000.0,2500.0
kerala,ernakulam,perumbavoor,snakeguard,snakeguard,faq,2023-07-31,2300.0,3300.0,2500.0
kerala,ernakulam,perumbavoor,tapioca,tapioca,faq,2023-07-31,2000.0,3000.0,2500.0
kerala,ernakulam,perumbavoor,tomato,tomato,faq,2023-07-31,10000.0,11000.0,10500.0
kerala,ernakulam,piravam,amaranthus,other,faq,2023-07-31,3000.0,4000.0,3500.0
kerala,ernakulam,piravam,amphophalus,other,faq,2023-07-31,4000.0,6000.0,5000.0
kerala,ernakulam,piravam,ashgourd,other,faq,2023-07-31,2500.0,3500.0,3000.0
kerala,ernakulam,piravam,banana - green,other,faq,2023-07-31,4500.0,6000.0,5000.0
kerala,ernakulam,piravam,beetroot,other,faq,2023-07-31,4500.0,6000.0,5000.0
kerala,ernakulam,piravam,bhindi(ladies finger),other,faq,2023-07-31,5000.0,6500.0,6000.0
kerala,ernakulam,piravam,bitter gourd,other,faq,2023-07-31,6000.0,7000.0,6500.0
kerala,ernakulam,piravam,bottle gourd,other,faq,2023-07-31,2500.0,4000.0,3000.0
kerala,ernakulam,piravam,brinjal,other,faq,2023-07-31,4000.0,5000.0,4500.0
kerala,ernakulam,piravam,cabbage,other,faq,2023-07-31,3500.0,4500.0,4000.0
kerala,ernakulam,piravam,carrot,other,faq,2023-07-31,6500.0,7500.0,7000.0
kerala,ernakulam,piravam,cauliflower,other,faq,2023-07-31,5000.0,6500.0,6000.0
kerala,ernakulam,piravam,cowpea(veg),other,faq,2023-07-31,5000.0,6500.0,6000.0
kerala,ernakulam,piravam,cucumbar(kheera),other,faq,2023-07-31,3000.0,4500.0,4000.0
kerala,ernakulam,piravam,drumstick,other,faq,2023-07-31,5000.0,7000.0,6000.0
kerala,ernakulam,piravam,lemon,other,faq,2023-07-31,5500.0,7000.0,6000.0
kerala,ernakulam,piravam,little gourd (kundru),other,faq,2023-07-31,4000.0,6000.0,5000.0
kerala,ernakulam,piravam,mango,other,medium,2023-07-31,4000.0,6000.0,5000.0
kerala,ernakulam,piravam,onion,big,faq,2023-07-31,2000.0,3000.0,2500.0
kerala,ernakulam,piravam,potato,other,faq,2023-07-31,3000.0,4000.0,3500.0
kerala,ernakulam,piravam,pumpkin,other,faq,2023-07-31,2500.0,4000.0,3000.0
kerala,ernakulam,piravam,tapioca,other,faq,2023-07-31,2500.0,3500.0,3000.0
kerala,ernakulam,thrippunithura,amphophalus,amphophalus,faq,2023-07-31,6000.0,7000.0,6200.0
kerala,ernakulam,thrippunithura,ashgourd,ashgourd,faq,2023-07-31,2800.0,4400.0,3000.0
kerala,ernakulam,thrippunithura,banana,palayamthodan,medium,2023-07-31,2800.0,4000.0,3000.0
kerala,ernakulam,thrippunithura,banana,poovan,medium,2023-07-31,4500.0,7000.0,5000.0
kerala,ernakulam,thrippunithura,banana - green,banana - green,faq,2023-07-31,4500.0,6500.0,4700.0
kerala,ernakulam,thrippunithura,beetroot,beetroot,faq,2023-07-31,6000.0,7000.0,6200.0
kerala,ernakulam,thrippunithura,bhindi(ladies finger),bhindi,faq,2023-07-31,5500.0,7000.0,5800.0
kerala,ernakulam,thrippunithura,bitter gourd,bitter gourd,faq,2023-07-31,6000.0,7000.0,6200.0
kerala,ernakulam,thrippunithura,bottle gourd,bottle gourd,faq,2023-07-31,4000.0,5000.0,4200.0
kerala,ernakulam,thrippunithura,brinjal,brinjal,faq,2023-07-31,4500.0,6000.0,4700.0
kerala,ernakulam,thrippunithura,cabbage,cabbage,faq,2023-07-31,3500.0,4400.0,3700.0
kerala,ernakulam,thrippunithura,capsicum,capsicum,faq,2023-07-31,11000.0,14000.0,12000.0
kerala,ernakulam,thrippunithura,carrot,carrot,faq,2023-07-31,6000.0,7000.0,6200.0
kerala,ernakulam,thrippunithura,cauliflower,cauliflower,faq,2023-07-31,5000.0,5500.0,5200.0
kerala,ernakulam,thrippunithura,cluster beans,cluster beans,faq,2023-07-31,4000.0,6000.0,4500.0
kerala,ernakulam,thrippunithura,colacasia,other,faq,2023-07-31,5500.0,7000.0,6000.0
kerala,ernakulam,thrippunithura,cowpea(veg),cowpea (veg),faq,2023-07-31,5000.0,6000.0,5200.0
kerala,ernakulam,thrippunithura,cucumbar(kheera),cucumbar,faq,2023-07-31,2400.0,4400.0,2600.0
kerala,ernakulam,thrippunithura,drumstick,drumstick,faq,2023-07-31,3500.0,5000.0,3700.0
kerala,ernakulam,thrippunithura,ginger(green),green ginger,faq,2023-07-31,25000.0,30000.0,26000.0
kerala,ernakulam,thrippunithura,green chilli,green chilly,faq,2023-07-31,7000.0,10500.0,8000.0
kerala,ernakulam,thrippunithura,indian beans (seam),other,faq,2023-07-31,9000.0,10000.0,9200.0
kerala,ernakulam,thrippunithura,leafy vegetable,other,faq,2023-07-31,5000.0,8000.0,6000.0
kerala,ernakulam,thrippunithura,lemon,other,faq,2023-07-31,6000.0,8000.0,6500.0
kerala,ernakulam,thrippunithura,little gourd (kundru),other,faq,2023-07-31,4500.0,6000.0,4800.0
kerala,ernakulam,thrippunithura,mango (raw-ripe),mango - raw-ripe,faq,2023-07-31,8000.0,8000.0,8000.0
kerala,ernakulam,thrippunithura,onion,big,faq,2023-07-31,2600.0,2800.0,2600.0
kerala,ernakulam,thrippunithura,pineapple,pine apple,medium,2023-07-31,7000.0,8000.0,7200.0
kerala,ernakulam,thrippunithura,potato,potato,faq,2023-07-31,4000.0,4400.0,4000.0
kerala,ernakulam,thrippunithura,pumpkin,pumpkin,faq,2023-07-31,3000.0,4400.0,3200.0
kerala,ernakulam,thrippunithura,snakeguard,snakeguard,faq,2023-07-31,4500.0,5000.0,4700.0
kerala,ernakulam,thrippunithura,tapioca,tapioca,faq,2023-07-31,2400.0,3000.0,2600.0
kerala,idukki,adimali,amaranthus,amaranthus,faq,2023-07-31,4000.0,4000.0,4000.0
kerala,idukki,adimali,amphophalus,amphophalus,faq,2023-07-31,6000.0,7000.0,6000.0
kerala,idukki,adimali,ashgourd,ashgourd,faq,2023-07-31,2500.0,3000.0,2500.0
kerala,idukki,adimali,banana,nendra bale,large,2023-07-31,6000.0,6000.0,6000.0
kerala,idukki,adimali,banana,poovan,large,2023-07-31,6000.0,6000.0,6000.0
kerala,idukki,adimali,banana,robusta,large,2023-07-31,3000.0,3000.0,3000.0
kerala,idukki,adimali,banana - green,banana - green,faq,2023-07-31,4000.0,5000.0,4000.0
kerala,idukki,adimali,beetroot,beetroot,faq,2023-07-31,5000.0,6000.0,6000.0
kerala,idukki,adimali,bhindi(ladies finger),bhindi,faq,2023-07-31,5000.0,6000.0,5000.0
kerala,idukki,adimali,bitter gourd,bitter gourd,faq,2023-07-31,6000.0,6000.0,6000.0
kerala,idukki,adimali,bottle gourd,bottle gourd,faq,2023-07-31,2500.0,3000.0,2500.0
kerala,idukki,adimali,brinjal,brinjal,faq,2023-07-31,4000.0,4000.0,4000.0
kerala,idukki,adimali,cabbage,cabbage,faq,2023-07-31,4000.0,5000.0,4000.0
kerala,idukki,adimali,carrot,carrot,faq,2023-07-31,6000.0,7000.0,6000.0
kerala,idukki,adimali,cluster beans,cluster beans,faq,2023-07-31,8000.0,10000.0,8000.0
kerala,idukki,adimali,cocoa,other,faq,2023-07-31,5000.0,5000.0,5000.0
kerala,idukki,adimali,cowpea(veg),cowpea (veg),faq,2023-07-31,6000.0,7000.0,7000.0
kerala,idukki,adimali,drumstick,drumstick,faq,2023-07-31,5000.0,6000.0,6000.0
kerala,idukki,adimali,ginger(green),green ginger,faq,2023-07-31,18000.0,18000.0,18000.0
kerala,idukki,adimali,grapes,black,large,2023-07-31,8000.0,8000.0,8000.0
kerala,idukki,adimali,grapes,green,medium,2023-07-31,10000.0,10000.0,10000.0
kerala,idukki,adimali,green chilli,green chilly,faq,2023-07-31,8000.0,10000.0,8000.0
kerala,idukki,adimali,mango,other,large,2023-07-31,5000.0,5000.0,5000.0
kerala,idukki,adimali,orange,orange,large,2023-07-31,12000.0,12000.0,12000.0
kerala,idukki,adimali,pineapple,pine apple,large,2023-07-31,6000.0,6000.0,6000.0
kerala,idukki,adimali,pumpkin,pumpkin,faq,2023-07-31,3000.0,4000.0,3000.0
kerala,idukki,adimali,snakeguard,snakeguard,faq,2023-07-31,4000.0,5000.0,4000.0
kerala,idukki,adimali,tapioca,tapioca,faq,2023-07-31,3500.0,4000.0,3500.0
kerala,idukki,thodupuzha,apple,other,medium,2023-07-31,20000.0,22000.0,21000.0
kerala,idukki,thodupuzha,ashgourd,other,faq,2023-07-31,1800.0,2000.0,2000.0
kerala,idukki,thodupuzha,banana,nendra bale,medium,2023-07-31,3800.0,4000.0,4000.0
kerala,idukki,thodupuzha,banana,other,medium,2023-07-31,6600.0,6800.0,6800.0
kerala,idukki,thodupuzha,banana,palayamthodan,medium,2023-07-31,1800.0,2000.0,2000.0
kerala,idukki,thodupuzha,banana,poovan,medium,2023-07-31,2400.0,2500.0,2500.0
kerala,idukki,thodupuzha,banana,robusta,medium,2023-07-31,2000.0,2200.0,2200.0
kerala,idukki,thodupuzha,beetroot,other,faq,2023-07-31,2800.0,3000.0,3000.0
kerala,idukki,thodupuzha,bhindi(ladies finger),other,faq,2023-07-31,3000.0,4000.0,4000.0
kerala,idukki,thodupuzha,bitter gourd,other,faq,2023-07-31,4000.0,4500.0,4500.0
kerala,idukki,thodupuzha,black pepper,garbled,faq,2023-07-31,52000.0,53000.0,53000.0
kerala,idukki,thodupuzha,black pepper,ungrabled,faq,2023-07-31,49000.0,50000.0,50000.0
kerala,idukki,thodupuzha,brinjal,other,faq,2023-07-31,2600.0,2800.0,2800.0
kerala,idukki,thodupuzha,cabbage,other,faq,2023-07-31,2500.0,3000.0,3000.0
kerala,idukki,thodupuzha,carrot,other,faq,2023-07-31,4500.0,5000.0,5000.0
kerala,idukki,thodupuzha,cauliflower,other,faq,2023-07-31,2500.0,3000.0,3000.0
kerala,idukki,thodupuzha,cloves,other,faq,2023-07-31,85000.0,90000.0,90000.0
kerala,idukki,thodupuzha,coconut,big,faq,2023-07-31,1800.0,2000.0,2000.0
kerala,idukki,thodupuzha,coconut,other,faq,2023-07-31,3100.0,3200.0,3200.0
kerala,idukki,thodupuzha,coconut oil,other,faq,2023-07-31,16300.0,16500.0,16500.0
kerala,idukki,thodupuzha,copra,other,faq,2023-07-31,8800.0,9000.0,9000.0
kerala,idukki,thodupuzha,cowpea(veg),other,faq,2023-07-31,5000.0,5500.0,5500.0
kerala,idukki,thodupuzha,cucumbar(kheera),cucumbar,faq,2023-07-31,1000.0,1200.0,1200.0
kerala,idukki,thodupuzha,cucumbar(kheera),other,faq,2023-07-31,1400.0,1600.0,1600.0
kerala,idukki,thodupuzha,drumstick,other,faq,2023-07-31,3200.0,3400.0,3400.0
kerala,idukki,thodupuzha,french beans (frasbean),other,faq,2023-07-31,6000.0,6500.0,6500.0
kerala,idukki,thodupuzha,garlic,other,faq,2023-07-31,16000.0,16500.0,16500.0
kerala,idukki,thodupuzha,grapes,black,medium,2023-07-31,5500.0,6000.0,6000.0
kerala,idukki,thodupuzha,grapes,other,medium,2023-07-31,7500.0,8000.0,8000.0
kerala,idukki,thodupuzha,green chilli,other,faq,2023-07-31,5500.0,6000.0,6000.0
kerala,idukki,thodupuzha,little gourd (kundru),other,faq,2023-07-31,2500.0,3000.0,3000.0
kerala,idukki,thodupuzha,mango,other,medium,2023-07-31,2500.0,3500.0,2800.0
kerala,idukki,thodupuzha,mango (raw-ripe),other,faq,2023-07-31,3500.0,3800.0,3800.0
kerala,idukki,thodupuzha,nutmeg,other,faq,2023-07-31,23000.0,24000.0,24000.0
kerala,idukki,thodupuzha,onion,big,faq,2023-07-31,2000.0,2100.0,2100.0
kerala,idukki,thodupuzha,onion,small,faq,2023-07-31,6500.0,7000.0,7000.0
kerala,idukki,thodupuzha,potato,other,faq,2023-07-31,2500.0,3000.0,3000.0
kerala,idukki,thodupuzha,rice,ir-8,faq,2023-07-31,3600.0,3800.0,3800.0
kerala,idukki,thodupuzha,rice,mataa parboiled,faq,2023-07-31,4600.0,5000.0,4800.0
kerala,idukki,thodupuzha,rubber,other,faq,2023-07-31,12000.0,12200.0,12100.0
kerala,idukki,thodupuzha,rubber,rss-4,faq,2023-07-31,15100.0,15200.0,15200.0
kerala,idukki,thodupuzha,snakeguard,other,faq,2023-07-31,2500.0,3000.0,3000.0
kerala,idukki,thodupuzha,tomato,other,faq,2023-07-31,13000.0,14000.0,14000.0
kerala,kannur,kannur,banana - green,other,faq,2023-07-31,5000.0,6000.0,5500.0
kerala,kannur,kannur,black pepper,other,faq,2023-07-31,50000.0,60000.0,55000.0
kerala,kannur,kannur,coconut oil,other,faq,2023-07-31,13800.0,16000.0,15000.0
kerala,kannur,kannur,onion,other,faq,2023-07-31,2200.0,2800.0,2500.0
kerala,kannur,payyannur,amaranthus,other,faq,2023-07-31,3400.0,3600.0,3500.0
kerala,kannur,payyannur,arecanut(betelnut/supari),other,faq,2023-07-31,38000.0,40000.0,39000.0
kerala,kannur,payyannur,ashgourd,other,faq,2023-07-31,2900.0,3100.0,3000.0
kerala,kannur,payyannur,banana,other,large,2023-07-31,3800.0,4000.0,3900.0
kerala,kannur,payyannur,banana,other,medium,2023-07-31,4100.0,4300.0,4200.0
kerala,kannur,payyannur,banana,other,small,2023-07-31,4400.0,4600.0,4500.0
kerala,kannur,payyannur,black pepper,other,faq,2023-07-31,48000.0,50000.0,49000.0
kerala,kannur,payyannur,copra,other,faq,2023-07-31,7500.0,7700.0,7600.0
kerala,kannur,payyannur,cucumbar(kheera),other,faq,2023-07-31,1600.0,1800.0,1700.0
kerala,kannur,payyannur,pumpkin,other,faq,2023-07-31,2300.0,2500.0,2400.0
kerala,kannur,payyannur,tapioca,other,faq,2023-07-31,2900.0,3100.0,3000.0
kerala,kannur,taliparamba,arecanut(betelnut/supari),other,faq,2023-07-31,39000.0,41000.0,40000.0
kerala,kannur,taliparamba,black pepper,other,faq,2023-07-31,52500.0,53500.0,53000.0
kerala,kannur,taliparamba,coconut,other,faq,2023-07-31,2600.0,2800.0,2700.0
kerala,kannur,taliparamba,copra,copra,faq,2023-07-31,7700.0,7900.0,7800.0
kerala,kannur,taliparamba,rubber,other,faq,2023-07-31,14900.0,15100.0,15000.0
kerala,kasargod,kanjangadu,arecanut(betelnut/supari),other,faq,2023-07-31,34800.0,35500.0,35000.0
kerala,kasargod,kanjangadu,ashgourd,ashgourd,faq,2023-07-31,2200.0,2800.0,2400.0
kerala,kasargod,kanjangadu,banana,other,large,2023-07-31,5000.0,6000.0,5500.0
kerala,kasargod,kanjangadu,banana,other,small,2023-07-31,5800.0,6600.0,6000.0
kerala,kasargod,kanjangadu,banana - green,banana - green,faq,2023-07-31,3000.0,3600.0,3200.0
kerala,kasargod,kanjangadu,bhindi(ladies finger),bhindi,faq,2023-07-31,3800.0,4500.0,4000.0
kerala,kasargod,kanjangadu,bitter gourd,bitter gourd,faq,2023-07-31,5800.0,6500.0,6000.0
kerala,kasargod,kanjangadu,black pepper,other,faq,2023-07-31,41800.0,42400.0,42000.0
kerala,kasargod,kanjangadu,brinjal,brinjal,faq,2023-07-31,2800.0,3600.0,3000.0
kerala,kasargod,kanjangadu,cabbage,cabbage,faq,2023-07-31,2600.0,3200.0,2800.0
kerala,kasargod,kanjangadu,cauliflower,cauliflower,faq,2023-07-31,3800.0,4600.0,4000.0
kerala,kasargod,kanjangadu,coconut oil,other,faq,2023-07-31,14300.0,15000.0,14500.0
kerala,kasargod,kanjangadu,coconut seed,other,faq,2023-07-31,2200.0,2600.0,2400.0
kerala,kasargod,kanjangadu,copra,other,faq,2023-07-31,7300.0,8000.0,7500.0
kerala,kasargod,kanjangadu,cowpea(veg),cowpea (veg),faq,2023-07-31,5800.0,6600.0,6000.0
kerala,kasargod,kanjangadu,cucumbar(kheera),cucumbar,faq,2023-07-31,1400.0,2000.0,1600.0
kerala,kasargod,kanjangadu,drumstick,drumstick,faq,2023-07-31,3800.0,4500.0,4000.0
kerala,kasargod,kanjangadu,elephant yam (suran),other,faq,2023-07-31,5800.0,6600.0,6000.0
kerala,kasargod,kanjangadu,ginger(green),green ginger,faq,2023-07-31,17800.0,18600.0,18000.0
kerala,kasargod,kanjangadu,green chilli,green chilly,faq,2023-07-31,5800.0,6500.0,6000.0
kerala,kasargod,kanjangadu,little gourd (kundru),other,faq,2023-07-31,3300.0,4000.0,3500.0
kerala,kasargod,kanjangadu,onion,big,faq,2023-07-31,2200.0,2800.0,2400.0
kerala,kasargod,kanjangadu,potato,potato,faq,2023-07-31,2300.0,2800.0,2500.0
kerala,kasargod,kanjangadu,pumpkin,pumpkin,faq,2023-07-31,1800.0,2400.0,2000.0
kerala,kasargod,kanjangadu,ridgeguard(tori),ridgeguard(tori),faq,2023-07-31,4800.0,5600.0,5000.0
kerala,kasargod,kanjangadu,snakeguard,snakeguard,faq,2023-07-31,3800.0,4500.0,4000.0
kerala,kasargod,kanjangadu,tapioca,other,faq,2023-07-31,2800.0,3600.0,3000.0
kerala,kollam,kottarakkara,amaranthus,other,faq,2023-07-31,5000.0,5000.0,5000.0
kerala,kollam,kottarakkara,ashgourd,other,faq,2023-07-31,3500.0,3500.0,3500.0
kerala,kollam,kottarakkara,beetroot,other,faq,2023-07-31,4000.0,4000.0,4000.0
kerala,kollam,kottarakkara,bhindi(ladies finger),other,faq,2023-07-31,5000.0,5000.0,5000.0
kerala,kollam,kottarakkara,bitter gourd,other,faq,2023-07-31,8000.0,8000.0,8000.0
kerala,kollam,kottarakkara,bottle gourd,other,faq,2023-07-31,3500.0,3500.0,3500.0
kerala,kollam,kottarakkara,brinjal,other,faq,2023-07-31,4000.0,4000.0,4000.0
kerala,kollam,kottarakkara,cabbage,other,faq,2023-07-31,5000.0,5000.0,5000.0
kerala,kollam,kottarakkara,carrot,other,faq,2023-07-31,7000.0,7000.0,7000.0
kerala,kollam,kottarakkara,coconut,other,faq,2023-07-31,3500.0,3500.0,3500.0
kerala,kollam,kottarakkara,colacasia,other,faq,2023-07-31,8000.0,8000.0,8000.0
kerala,kollam,kottarakkara,cowpea(veg),other,faq,2023-07-31,7500.0,7500.0,7500.0
kerala,kollam,kottarakkara,cucumbar(kheera),other,faq,2023-07-31,5000.0,5000.0,5000.0
kerala,kollam,kottarakkara,elephant yam (suran),other,faq,2023-07-31,5000.0,5000.0,5000.0
